dataset,model,dimension,real,pred
Run_or_walk_information_4,SVC,accuracy,0.8726620438781686,0.600022361945144
shuttle_0,DecisionTree,completeness,0.948998888745924,0.8944084531517663
shuttle_1,DecisionTree,completeness,0.9691028571511846,0.9168427768871863
shuttle_2,DecisionTree,completeness,0.9810624231901875,0.892554478520271
shuttle_3,DecisionTree,completeness,0.9924228736644356,0.9117359448170023
shuttle_4,DecisionTree,completeness,0.9973250921149025,0.9363594149982096
shuttle_0,DecisionTree,accuracy,0.9348596078589457,0.8120039665834279
shuttle_1,DecisionTree,accuracy,0.9552680501009234,0.8013174174210324
shuttle_2,DecisionTree,accuracy,0.9754082931060275,0.8266044075505542
shuttle_3,DecisionTree,accuracy,0.9865125812076154,0.8434980163415576
shuttle_4,DecisionTree,accuracy,0.9941675842231431,0.8935429133116005
shuttle_0,LogisticRegression,completeness,0.9060550699029208,0.9005173119418425
shuttle_1,LogisticRegression,completeness,0.920889864975894,0.9284019683457412
shuttle_2,LogisticRegression,completeness,0.9418501542384665,0.8797752536278154
shuttle_3,LogisticRegression,completeness,0.9629094028519598,0.9050324211694879
shuttle_4,LogisticRegression,completeness,0.9782376340151137,0.9402996931534154
shuttle_0,LogisticRegression,accuracy,0.718277327507114,0.6695503841210559
shuttle_1,LogisticRegression,accuracy,0.714734618047896,0.612738539398782
shuttle_2,LogisticRegression,accuracy,0.7151979010762473,0.5889865773140468
shuttle_3,LogisticRegression,accuracy,0.7164641544982457,0.5792689516356153
shuttle_4,LogisticRegression,accuracy,0.7160337971591544,0.673170075201881
shuttle_0,KNN,completeness,0.957885814915323,0.9189102662958761
shuttle_1,KNN,completeness,0.9749235005427804,0.926120741516021
shuttle_2,KNN,completeness,0.98546492804917,0.9348505201895405
shuttle_3,KNN,completeness,0.9920718215178259,0.9508327706765071
shuttle_4,KNN,completeness,0.9958148985777652,0.968931881276115
shuttle_0,KNN,accuracy,0.6991437887043863,0.7104441196898977
shuttle_1,KNN,accuracy,0.718856826471746,0.6868825618217976
shuttle_2,KNN,accuracy,0.7771031015440244,0.7118626250833188
shuttle_3,KNN,accuracy,0.85182203849948,0.7192466247550916
shuttle_4,KNN,accuracy,0.9364983005575771,0.7897977839871105
shuttle_0,RandomForest,completeness,0.9635582090085528,0.916358404159239
shuttle_1,RandomForest,completeness,0.979739609947488,0.9380187121320607
shuttle_2,RandomForest,completeness,0.9900041701360053,0.9112002399408554
shuttle_3,RandomForest,completeness,0.9963141272498401,0.9260078297125334
shuttle_4,RandomForest,completeness,0.9984309202212486,0.9438927818301054
shuttle_0,RandomForest,accuracy,0.9483165710655785,0.8621052668704449
shuttle_1,RandomForest,accuracy,0.9677330215999833,0.8526766053433831
shuttle_2,RandomForest,accuracy,0.9820655688514378,0.8804469152882565
shuttle_3,RandomForest,accuracy,0.9924676456229015,0.9003984031445568
shuttle_4,RandomForest,accuracy,0.9966030003749722,0.9379471842442973
shuttle_0,AdaBoost,completeness,0.8888782720742832,0.92267595505699
shuttle_1,AdaBoost,completeness,0.9211623181531303,0.8773120133676409
shuttle_2,AdaBoost,completeness,0.9219572856667719,0.9609831382820311
shuttle_3,AdaBoost,completeness,0.9486220029704439,0.9723589205383839
shuttle_4,AdaBoost,completeness,1.055157417350067,0.971997268472479
shuttle_0,AdaBoost,accuracy,0.7695025736609937,0.9084414289237975
shuttle_1,AdaBoost,accuracy,0.7902325787090279,0.8918241819044195
shuttle_2,AdaBoost,accuracy,0.626372409457349,0.8882115362098005
shuttle_3,AdaBoost,accuracy,0.9058342264544565,0.8883703890224918
shuttle_4,AdaBoost,accuracy,0.9779573333029675,0.9130902419843414
shuttle_0,SVC,completeness,0.624757373460982,0.8119948112774059
shuttle_1,SVC,completeness,0.5315431354842359,0.8619175194769897
shuttle_2,SVC,completeness,0.5635564590560893,0.7720449907864396
shuttle_3,SVC,completeness,0.6050681050148843,0.8260785576376212
shuttle_4,SVC,completeness,0.7829379017033429,0.9053126226922684
shuttle_0,SVC,accuracy,0.5975799621703208,0.6166507378932838
shuttle_1,SVC,accuracy,0.5866466600795863,0.5559306922247932
shuttle_2,SVC,accuracy,0.5807018082862602,0.5234530052361298
shuttle_3,SVC,accuracy,0.6529075628355536,0.4950274238683026
shuttle_4,SVC,accuracy,0.6968578217686227,0.57664943030071
soybean_0,DecisionTree,completeness,0.38125529001066977,0.8303452487396806
soybean_1,DecisionTree,completeness,0.4827445338914047,0.8851709143792228
soybean_2,DecisionTree,completeness,0.6375226508661508,0.8622348786965316
soybean_3,DecisionTree,completeness,0.7636792669519259,0.9117359448170023
soybean_4,DecisionTree,completeness,0.9138153375225457,0.911086625299338
soybean_0,DecisionTree,accuracy,0.4437164635510921,0.7858428279292651
soybean_1,DecisionTree,accuracy,0.5979464310196531,0.8145010702133341
soybean_2,DecisionTree,accuracy,0.6299472990911636,0.8273691893899665
soybean_3,DecisionTree,accuracy,0.834610173251272,0.9076995601483746
soybean_4,DecisionTree,accuracy,0.9372342328116848,0.9050678625971628
soybean_0,LogisticRegression,completeness,0.6961025003461352,0.8405114318943523
soybean_1,LogisticRegression,completeness,0.746809779878408,0.8706675897270139
soybean_2,LogisticRegression,completeness,0.8216829929313573,0.8552779720828496
soybean_3,LogisticRegression,completeness,0.8536619770500317,0.9050324211694879
soybean_4,LogisticRegression,completeness,0.9750534199515551,0.915463985935331
soybean_0,LogisticRegression,accuracy,0.4987013913510817,0.664659034051556
soybean_1,LogisticRegression,accuracy,0.5735272768274008,0.646533495124598
soybean_2,LogisticRegression,accuracy,0.61579785600847,0.5803964580096045
soybean_3,LogisticRegression,accuracy,0.791250948596154,0.7942672044987142
soybean_4,LogisticRegression,accuracy,0.8755844969779026,0.8913332543224647
soybean_0,KNN,completeness,0.496542978827091,0.8520098049941571
soybean_1,KNN,completeness,0.6706143520629363,0.9172841249428094
soybean_2,KNN,completeness,0.8692586287724781,0.8914445302430236
soybean_3,KNN,completeness,0.89605636571311,0.9508327706765071
soybean_4,KNN,completeness,1.0074297206010427,0.9111568242661006
soybean_0,KNN,accuracy,0.12374084332558458,0.6589187324126754
soybean_1,KNN,accuracy,0.0774078364302085,0.704130883958576
soybean_2,KNN,accuracy,0.1225397812606316,0.7018566784395982
soybean_3,KNN,accuracy,0.09907492520469492,0.7542503389057116
soybean_4,KNN,accuracy,0.19943310404186634,0.7784933205431983
soybean_0,RandomForest,completeness,0.4667274023085184,0.8498948856621613
soybean_1,RandomForest,completeness,0.5797025254739004,0.9106529891379215
soybean_2,RandomForest,completeness,0.7453230170346148,0.8808588692042937
soybean_3,RandomForest,completeness,0.8632323496242847,0.9260078297125334
soybean_4,RandomForest,completeness,0.9631200301665536,0.9292264994964768
soybean_0,RandomForest,accuracy,0.449025148895063,0.8248347936830013
soybean_1,RandomForest,accuracy,0.6205133525782486,0.8642576919657304
soybean_2,RandomForest,accuracy,0.7110573781923843,0.8844211433058247
soybean_3,RandomForest,accuracy,0.7915293834126768,0.9257333503894386
soybean_4,RandomForest,accuracy,0.952017039191263,0.9098073266708088
soybean_0,AdaBoost,completeness,0.36055901005812885,0.9311183859732288
soybean_1,AdaBoost,completeness,0.5672561720277581,0.9384537568543666
soybean_2,AdaBoost,completeness,0.512558578653349,0.9457394132462443
soybean_3,AdaBoost,completeness,0.5801927496873952,0.972358920538384
soybean_4,AdaBoost,completeness,0.6766644047951025,0.9536114845683754
soybean_0,AdaBoost,accuracy,0.21715735725324617,0.8551251459135101
soybean_1,AdaBoost,accuracy,0.41387631377827716,0.9251795108176734
soybean_2,AdaBoost,accuracy,0.6707186084773551,0.852334885121046
soybean_3,AdaBoost,accuracy,0.45750060062842557,0.9477224571036665
soybean_4,AdaBoost,accuracy,0.7201276918516953,0.960737392261193
soybean_0,SVC,completeness,0.500595324029155,0.7473337672618258
soybean_1,SVC,completeness,0.49936437327145217,0.7547458156830139
soybean_2,SVC,completeness,0.6212043913204338,0.7434207650844444
soybean_3,SVC,completeness,0.7295283961374107,0.8260785576376211
soybean_4,SVC,completeness,0.8890688144883474,0.843594305412253
soybean_0,SVC,accuracy,0.044675075802967104,0.6420273216459819
soybean_1,SVC,accuracy,0.07386398914008613,0.5953566651843326
soybean_2,SVC,accuracy,0.07027287091965974,0.47299619827586353
soybean_3,SVC,accuracy,0.060029203517058545,0.7087411246667782
soybean_4,SVC,accuracy,0.15631817819371002,0.7935290711984505
stars_0,DecisionTree,completeness,0.7092013417101891,0.8608125791414444
stars_1,DecisionTree,completeness,0.7678440182117882,0.8165498643795939
stars_2,DecisionTree,completeness,0.8538467709192776,0.9253046476684574
stars_3,DecisionTree,completeness,0.9236799951618074,0.9117359448170023
stars_4,DecisionTree,completeness,0.9859861801821768,0.9117359448170023
stars_0,DecisionTree,accuracy,0.5752811974837181,0.7759284155076734
stars_1,DecisionTree,accuracy,0.6263158354445681,0.7689374922010783
stars_2,DecisionTree,accuracy,0.8774526088451374,0.8096224039938281
stars_3,DecisionTree,accuracy,0.888377990584292,0.8958646148408606
stars_4,DecisionTree,accuracy,0.8897845957644298,0.9468558670232338
stars_0,LogisticRegression,completeness,0.6002896790813459,0.876995993162119
stars_1,LogisticRegression,completeness,0.6628088155133869,0.8443825434301584
stars_2,LogisticRegression,completeness,0.7243004795426716,0.9273716873997805
stars_3,LogisticRegression,completeness,0.840734610203051,0.905032421169488
stars_4,LogisticRegression,completeness,0.8785946209963611,0.9050324211694879
stars_0,LogisticRegression,accuracy,0.4048161961682756,0.641133899656933
stars_1,LogisticRegression,accuracy,0.43535117608654933,0.636700822321153
stars_2,LogisticRegression,accuracy,0.4282215295601638,0.5943588671014531
stars_3,LogisticRegression,accuracy,0.6388098084364039,0.6609436621226237
stars_4,LogisticRegression,accuracy,0.6763761413246188,0.7876571208066807
stars_0,KNN,completeness,0.5750827866464595,0.8551364029092327
stars_1,KNN,completeness,0.7064757891628876,0.8143647636887457
stars_2,KNN,completeness,0.765618425694606,0.9591513283148477
stars_3,KNN,completeness,0.7660708245606441,0.9508327706765073
stars_4,KNN,completeness,0.7707628498761051,0.9508327706765073
stars_0,KNN,accuracy,0.3661654412613898,0.6418682658657867
stars_1,KNN,accuracy,0.4926936061129022,0.6298382277816433
stars_2,KNN,accuracy,0.5157182009150657,0.6855599043478627
stars_3,KNN,accuracy,0.7379501126122895,0.8102303982434952
stars_4,KNN,accuracy,0.8755861648936407,0.864193471355022
stars_0,RandomForest,completeness,0.7564447895374411,0.8794071943783013
stars_1,RandomForest,completeness,0.785308896093286,0.8240083159324337
stars_2,RandomForest,completeness,0.903297682696743,0.9411465212525348
stars_3,RandomForest,completeness,0.9673763030040401,0.9260078297125334
stars_4,RandomForest,completeness,0.9674869776517521,0.9260078297125333
stars_0,RandomForest,accuracy,0.6022278655976601,0.8213998804964325
stars_1,RandomForest,accuracy,0.7524396367074501,0.8103071221307195
stars_2,RandomForest,accuracy,0.8650390866073411,0.8716377483076062
stars_3,RandomForest,accuracy,0.87980803691588,0.9240705286058024
stars_4,RandomForest,accuracy,0.9579930579930581,0.9543341814100904
stars_0,AdaBoost,completeness,0.8322446149343462,0.9208056310084656
stars_1,AdaBoost,completeness,1.1566469838867248,0.8308959873520163
stars_2,AdaBoost,completeness,0.3270870290211837,0.8996610970311245
stars_3,AdaBoost,completeness,0.8949250524611567,0.972358920538384
stars_4,AdaBoost,completeness,0.584635653057662,0.972358920538384
stars_0,AdaBoost,accuracy,0.6583871018512689,0.8319826334628158
stars_1,AdaBoost,accuracy,0.6293146301719733,0.8521435271998683
stars_2,AdaBoost,accuracy,0.8228231182488956,0.8843501043601801
stars_3,AdaBoost,accuracy,0.9749636727145777,0.9559451933783781
stars_4,AdaBoost,accuracy,0.814507774160829,0.9860328764575882
stars_0,SVC,completeness,0.5234336229724483,0.7669826866171219
stars_1,SVC,completeness,0.7109868227995448,0.7136289494416191
stars_2,SVC,completeness,0.7399158524065845,0.872708062345829
stars_3,SVC,completeness,0.8515087506459252,0.8260785576376212
stars_4,SVC,completeness,0.9105343962239233,0.8260785576376211
stars_0,SVC,accuracy,0.35090408574679877,0.572293804607189
stars_1,SVC,accuracy,0.5128530980906909,0.5794345772110544
stars_2,SVC,accuracy,0.458104174218932,0.4853387817252109
stars_3,SVC,accuracy,0.6248427542132334,0.6118406639165431
stars_4,SVC,accuracy,0.6598499888066873,0.7313845300548921
visualizing_soil_0,DecisionTree,completeness,0.8070605703189062,0.9192556724904302
visualizing_soil_1,DecisionTree,completeness,0.8448493067550336,0.9178070275199951
visualizing_soil_2,DecisionTree,completeness,0.8984478395033281,0.8781185588651538
visualizing_soil_3,DecisionTree,completeness,0.9295790775844308,0.9163840192122394
visualizing_soil_4,DecisionTree,completeness,0.965454703678198,0.935090345476171
visualizing_soil_0,DecisionTree,accuracy,0.844102703296429,0.7967247703631092
visualizing_soil_1,DecisionTree,accuracy,0.8926834583034241,0.7785242065052259
visualizing_soil_2,DecisionTree,accuracy,0.9156651909717262,0.842271820681612
visualizing_soil_3,DecisionTree,accuracy,0.939201456349238,0.9051927664251134
visualizing_soil_4,DecisionTree,accuracy,0.9768689628401276,0.9295650395802163
visualizing_soil_0,LogisticRegression,completeness,0.7550869654221883,0.9247460541405257
visualizing_soil_1,LogisticRegression,completeness,0.7849780734730709,0.8996268502437877
visualizing_soil_2,LogisticRegression,completeness,0.8468910785499093,0.8677060937710372
visualizing_soil_3,LogisticRegression,completeness,0.883486570453237,0.9329512150757101
visualizing_soil_4,LogisticRegression,completeness,0.9360486512256717,0.9408382309115352
visualizing_soil_0,LogisticRegression,accuracy,0.6703615242138182,0.6394170809170213
visualizing_soil_1,LogisticRegression,accuracy,0.6599796278686706,0.6107445391194275
visualizing_soil_2,LogisticRegression,accuracy,0.7053611622657289,0.6302345048732942
visualizing_soil_3,LogisticRegression,accuracy,0.8114446381690902,0.6608077517120562
visualizing_soil_4,LogisticRegression,accuracy,0.9409296261983994,0.7316612912878762
visualizing_soil_0,KNN,completeness,0.7870562247654269,0.9288501098663848
visualizing_soil_1,KNN,completeness,0.8265238030249965,0.9332722870025972
visualizing_soil_2,KNN,completeness,0.8734676873931837,0.9212961879743234
visualizing_soil_3,KNN,completeness,0.9129377707700009,0.950707974573679
visualizing_soil_4,KNN,completeness,0.9515795195455494,0.9563843246884869
visualizing_soil_0,KNN,accuracy,0.8090787574477954,0.6706762997816753
visualizing_soil_1,KNN,accuracy,0.8543272168793627,0.6412593590830454
visualizing_soil_2,KNN,accuracy,0.8882827582344828,0.7326836111949363
visualizing_soil_3,KNN,accuracy,0.9257290146748766,0.7970672327771245
visualizing_soil_4,KNN,accuracy,0.9576057782967597,0.8396809399562081
visualizing_soil_0,RandomForest,completeness,0.7936534059912239,0.9430984259169948
visualizing_soil_1,RandomForest,completeness,0.8269946898378335,0.9435776122858333
visualizing_soil_2,RandomForest,completeness,0.8776152118370009,0.9007695607323144
visualizing_soil_3,RandomForest,completeness,0.9214166995687052,0.9288625676803024
visualizing_soil_4,RandomForest,completeness,0.9579105410916713,0.9453359487811868
visualizing_soil_0,RandomForest,accuracy,0.8273151710347719,0.858506636152593
visualizing_soil_1,RandomForest,accuracy,0.866668024109835,0.8365319715752166
visualizing_soil_2,RandomForest,accuracy,0.9078897271492816,0.8924918352906648
visualizing_soil_3,RandomForest,accuracy,0.9300678964851998,0.9514119841159427
visualizing_soil_4,RandomForest,accuracy,0.9686183449975896,0.9284591479383723
visualizing_soil_0,AdaBoost,completeness,0.80317896066845,0.8663288266645027
visualizing_soil_1,AdaBoost,completeness,0.845840560573836,0.956148194149162
visualizing_soil_2,AdaBoost,completeness,0.8846296662680151,0.946848021308502
visualizing_soil_3,AdaBoost,completeness,0.9171424262470671,0.9523953507351078
visualizing_soil_4,AdaBoost,completeness,0.959968088618743,0.9717788649277994
visualizing_soil_0,AdaBoost,accuracy,0.8634673624814321,0.8384944478573428
visualizing_soil_1,AdaBoost,accuracy,0.8901072357828501,0.8381316101316763
visualizing_soil_2,AdaBoost,accuracy,0.91923666749493,0.8837342826699931
visualizing_soil_3,AdaBoost,accuracy,0.9514688321953481,0.8987770117189439
visualizing_soil_4,AdaBoost,accuracy,0.977392408625503,0.9840416658202779
visualizing_soil_0,SVC,completeness,0.4474397600658056,0.867453680680599
visualizing_soil_1,SVC,completeness,0.5260768322021061,0.8090886031761849
visualizing_soil_2,SVC,completeness,0.6303282736077043,0.7447718312504692
visualizing_soil_3,SVC,completeness,0.758471551972759,0.8967985172299463
visualizing_soil_4,SVC,completeness,0.813648636821946,0.9017570072827882
visualizing_soil_0,SVC,accuracy,0.3806001086129905,0.5752355284133516
visualizing_soil_1,SVC,accuracy,0.4127247960387901,0.5185114439883117
visualizing_soil_2,SVC,accuracy,0.4669468552744334,0.5391695650763336
visualizing_soil_3,SVC,accuracy,0.4568952717866607,0.584372600486182
visualizing_soil_4,SVC,accuracy,0.6388391719833153,0.6856632643482751
wall-robot-navigation_0,DecisionTree,completeness,0.693258722258347,0.9035742078343029
wall-robot-navigation_1,DecisionTree,completeness,0.7539931098551614,0.9346795877478365
wall-robot-navigation_2,DecisionTree,completeness,0.8320709531254326,0.9397710907963719
wall-robot-navigation_3,DecisionTree,completeness,0.8834880624689182,0.931115138564544
wall-robot-navigation_4,DecisionTree,completeness,0.9437343111887666,0.9346437813097983
wall-robot-navigation_0,DecisionTree,accuracy,0.6767305834164384,0.8337516725100319
wall-robot-navigation_1,DecisionTree,accuracy,0.7364779155750656,0.843572274488939
wall-robot-navigation_2,DecisionTree,accuracy,0.8150492862296584,0.8527697573061329
wall-robot-navigation_3,DecisionTree,accuracy,0.8778257081930939,0.9067497637101759
wall-robot-navigation_4,DecisionTree,accuracy,0.9401747392987826,0.9287191217008411
wall-robot-navigation_0,LogisticRegression,completeness,0.6303629002529791,0.9243769710837756
wall-robot-navigation_1,LogisticRegression,completeness,0.6915758777021241,0.9590223153899357
wall-robot-navigation_2,LogisticRegression,completeness,0.756000475855323,0.9564416164326353
wall-robot-navigation_3,LogisticRegression,completeness,0.81543161924821,0.950707063965899
wall-robot-navigation_4,LogisticRegression,completeness,0.8656734706886091,0.9518496812465255
wall-robot-navigation_0,LogisticRegression,accuracy,0.37705783143660054,0.701603471139002
wall-robot-navigation_1,LogisticRegression,accuracy,0.4298372658728085,0.7203057880819242
wall-robot-navigation_2,LogisticRegression,accuracy,0.3878290202084472,0.6657514393639945
wall-robot-navigation_3,LogisticRegression,accuracy,0.4537620207593958,0.6745327106454324
wall-robot-navigation_4,LogisticRegression,accuracy,0.5186758335891901,0.7300111748129765
wall-robot-navigation_0,KNN,completeness,0.7413233364330782,0.9206116427688749
wall-robot-navigation_1,KNN,completeness,0.8022460249503585,0.950330662666013
wall-robot-navigation_2,KNN,completeness,0.8656081751927193,0.9698064874062929
wall-robot-navigation_3,KNN,completeness,0.9059207756591194,0.9654686745407234
wall-robot-navigation_4,KNN,completeness,0.9374588628047377,0.9663684046735932
wall-robot-navigation_0,KNN,accuracy,0.5238391932035797,0.7134612236292149
wall-robot-navigation_1,KNN,accuracy,0.5916420208134805,0.7191551351583565
wall-robot-navigation_2,KNN,accuracy,0.6599465797042553,0.7435493456783727
wall-robot-navigation_3,KNN,accuracy,0.7604470577911668,0.7848496129808613
wall-robot-navigation_4,KNN,accuracy,0.8537670742776822,0.8368269694357112
wall-robot-navigation_0,RandomForest,completeness,0.7735016447181641,0.9026207304576912
wall-robot-navigation_1,RandomForest,completeness,0.8108247158020291,0.9471297554245501
wall-robot-navigation_2,RandomForest,completeness,0.8921013276510371,0.9532993028315871
wall-robot-navigation_3,RandomForest,completeness,0.9289167191948361,0.9414520819892697
wall-robot-navigation_4,RandomForest,completeness,0.9625028933627531,0.9415447172717839
wall-robot-navigation_0,RandomForest,accuracy,0.7357502219780531,0.88705882896051
wall-robot-navigation_1,RandomForest,accuracy,0.7819803514157241,0.8889003886449747
wall-robot-navigation_2,RandomForest,accuracy,0.858145990575341,0.9093912092468155
wall-robot-navigation_3,RandomForest,accuracy,0.9172264456497431,0.9485579385282664
wall-robot-navigation_4,RandomForest,accuracy,0.9467559959514451,0.9625918308408737
wall-robot-navigation_0,AdaBoost,completeness,0.8293447191631489,0.9248847370728918
wall-robot-navigation_1,AdaBoost,completeness,0.9306580310726517,0.8737598506015402
wall-robot-navigation_2,AdaBoost,completeness,1.0104410333516858,0.8855772527216963
wall-robot-navigation_3,AdaBoost,completeness,1.0720462502892212,0.9263842212661819
wall-robot-navigation_4,AdaBoost,completeness,0.9923129812540258,0.9552321221404058
wall-robot-navigation_0,AdaBoost,accuracy,0.8098909931890276,0.8718129982103148
wall-robot-navigation_1,AdaBoost,accuracy,0.918471734848488,0.8756704172367156
wall-robot-navigation_2,AdaBoost,accuracy,1.0160999584341905,0.8334248347409938
wall-robot-navigation_3,AdaBoost,accuracy,1.0833858078510497,0.8540090794573791
wall-robot-navigation_4,AdaBoost,accuracy,1.1598156490816567,0.8917544038802638
wall-robot-navigation_0,SVC,completeness,0.3237770295819488,0.8927404836604184
wall-robot-navigation_1,SVC,completeness,0.3320656000057549,0.9405066099165167
wall-robot-navigation_2,SVC,completeness,0.48368773582045854,0.9505325091229648
wall-robot-navigation_3,SVC,completeness,0.5389386204770431,0.9458890718925963
wall-robot-navigation_4,SVC,completeness,0.6333606212787177,0.9516326525714701
wall-robot-navigation_0,SVC,accuracy,0.35286308773399444,0.6187448802769593
wall-robot-navigation_1,SVC,accuracy,0.37184774893225625,0.6385575593574764
wall-robot-navigation_2,SVC,accuracy,0.35059905361084387,0.5749451575458938
wall-robot-navigation_3,SVC,accuracy,0.3223735612140382,0.6021489466915037
wall-robot-navigation_4,SVC,accuracy,0.4413418987754818,0.6821342638670395
